,Presence of Investment Promotion Unit,Land Use Plan,Population,Local Economy Growth,Availability of Basic Utilities,Budget for DRRMP,Capacity of School Services,Transportation Vehicles,Education,Poverty_Incidents,Cluster_Id
Calanogas,1.0,0.9846,0.01697638988598474,0.0,0.85124,0.01068674678986566,0.10804417099932007,0.023649906454082815,0.21635028574431994,1.0,2
Calapan,1.0,0.99992,0.22605126588422,0.1215598927856846,1.0,0.9999999999999999,0.49414319383512556,0.9999999999999999,0.7852819301343406,0.06313356131669948,0
Calape,1.0,0.9885600000000001,0.04675672126573887,0.0028691154818981457,0.86,0.006028421266078065,0.11598859533750536,0.040509245708478483,0.057816524161482745,0.1936826955530507,2
Calasiao,1.0,0.9846,0.15863700436839606,0.0043791762618445385,0.73336,0.08631603176429956,0.32607448339173883,0.11239559502930448,0.1865186639410979,0.07166701692044146,2
Calatagan,0.0,0.97272,0.0912819102263179,0.0037751519498659815,0.49996,0.052611676503954014,0.054375171025801604,0.021308331557638973,0.06293051647060653,0.12121200542574939,1
Calatrava (NO),0.759,0.7636400000000001,0.13335165317644682,0.4410887538223413,0.49996,0.05891411691849017,0.05190357234281062,0.020371701599061435,0.057816524161482745,0.2604219602748537,2
Calatrava (RN),0.0,0.18460000000000001,0.012785947651283172,0.0,0.9500000000000001,0.01068674678986566,0.10857379928853242,0.0037465198343101494,0.022160633339536384,0.4045991504753899,1
Calauag,0.25,0.79392,0.11801164142441428,0.003322133715882064,0.87724,0.05891411691849017,0.1800736183322001,0.14845584843453966,0.24049969387073783,0.09650319367760095,1
Calauan,0.0,0.8818,0.14565324626494575,0.004228170183849899,0.9373200000000002,0.058640097770032075,0.19366741108865052,0.0238840639437272,0.10355834425975657,0.02352304351425533,1
Calayan,0.0,0.52,0.022113510100618888,0.0007550303899731963,0.6275200000000001,0.0,0.013593792756450401,0.014986079337240598,0.05454925129732033,0.509420552891504,1
Calbayog,1.0,0.99932,0.3230492142729371,0.06855675940956622,0.9276800000000001,0.7020370583496364,0.38892370704493806,0.3720762510449267,0.3666448374957911,0.2734131911939833,0
Calbiga,0.79976,0.9885600000000001,0.033042072074840584,0.0022650911699195887,0.7875200000000001,0.03452641270571982,0.08368126969555181,0.02201080402657213,0.051708144458918234,0.2886969922753122,2
Calinog,1.0,0.96364,0.10242625909302423,0.017063686813394235,0.9050400000000001,0.3110117334999365,0.06920476312374749,0.02716226879874858,0.15753937418939648,0.3162078342217043,2
Calintaan,0.0,0.96572,0.044952116366492385,0.003926158027860621,0.38752000000000003,0.006850478711452346,0.042370263136988266,0.029503843695192423,0.07003328356661177,0.21367900196778938,1
Caloocan,1.0,0.9882400000000001,0.2821993633520963,1.0,0.98644,0.9999999999999999,1.0,0.5430112184853272,1.0,0.09815893879474494,0
Calubian,0.0,0.9885600000000001,0.047391900425068634,0.0022650911699195887,0.50388,0.006850478711452346,0.11175156902380654,0.016859339254395672,0.14716933422922882,0.3458838813212846,1
Calumpit,0.25,0.9,0.1992136412398813,0.00619124919778021,0.9885600000000001,0.0443911020502112,0.025598700645263744,0.03910430077061218,0.09290419361574868,0.03231122913601947,1
Caluya,0.0,0.4,0.054819146047039684,0.0,0.5,0.0,0.03442583879880296,0.07750612907229121,0.05795857950340286,0.3576014621503034,1
Camalaniugan,1.0,0.9897600000000001,0.03641983302897503,0.0013590547019517532,0.6816,0.006850478711452346,0.07944424338185299,0.024352378923015967,0.06477723591556789,0.1440103420387317,2
Camalig,0.75,0.9897600000000001,0.10947587765314717,0.007701309977726603,0.8635600000000001,0.05891411691849017,0.0714998190436677,0.02318159147479405,0.09730790921527195,0.24017092384209288,2
Camaligan,0.75,0.7846000000000001,0.035003296492825915,0.002416097247914228,0.95636,0.01068674678986566,0.0907429802183832,0.013815291889018675,0.011080316669768192,0.19419215558909503,2
Camiling,0.5,0.96364,0.14500240515374208,0.003171127637887424,0.9742800000000001,0.053433733949328294,0.0,0.05128049023212016,0.11747976776792685,0.05167071050570278,2
Can-Avid,0.25,0.98284,0.03354673496855465,0.000604024311978557,0.75792,0.005480382969161876,0.06302576641627004,0.05362206512856401,0.047872650227075396,0.6369129269115895,1
Canaman,1.0,0.96572,0.05605295981132682,0.0021140850919249493,0.75752,0.0,0.05614059865650945,0.06931061693473776,0.04375304531139235,0.1494870374262079,2
Candaba,1.0,0.96364,0.20099910375350416,0.0034731397938767027,0.97144,0.05891411691849017,0.11969599336199184,0.05455869508714155,0.11037700067192162,0.06109572117252228,2
Candelaria (QN),1.0,0.9454400000000001,0.23299125078122576,0.004681188417833816,0.9824400000000001,0.04548717864404358,0.371799059027072,0.9312443363157165,0.18509811052189684,0.05141598048768063,0
Candelaria (ZA),1.0,0.85716,0.045712591140813226,0.0015100607799463925,0.8550000000000001,0.006850478711452346,0.09445037824286967,0.06931061693473776,0.09560324511223069,0.09739474874067847,2
Candijay,0.53296,0.9846,0.04546199991083107,0.01177847408358186,0.8500000000000001,0.006302440414536158,0.1553576315022903,0.007961354647909067,0.10071723742135447,0.24462869915748042,2
Candon,1.0,0.99912,0.0985455754620506,0.07701309977726602,0.77136,0.7023110774980944,0.194903210430146,0.3629441089487957,0.3049928191024655,0.04339198491998293,0
Candoni,0.25,0.8,0.03160639315306783,0.002416097247914228,0.38,0.007124497859910439,0.0746775887789418,0.013815291889018675,0.0816818216040604,0.2876780722032236,1
Canlaon,0.75,0.8480000000000001,0.0954114448703988,0.2458378949752727,0.92012,0.23593048682241877,0.13646755585371634,0.004214834813598918,0.03792877629266805,0.27264900113991686,2
Cantilan,0.5,0.7394000000000001,0.05232019461471765,0.007399297821737323,0.7255600000000001,0.05589990628545115,0.1258749900694693,0.033718678508791344,0.11378632887800413,0.2162263021480109,1
Caoayan,1.0,0.9743600000000001,0.02761085520835238,0.0018120729359356708,0.7925200000000001,0.006850478711452346,0.023833273014555897,0.035357780936302034,0.04403715599523256,0.023650408523266404,2
Capalonga,0.5,0.8051200000000001,0.04910949448057131,0.0027181094039035064,0.48792,0.006576459562994252,0.06337885194241161,0.02552316637123789,0.2010083088169486,0.46497016474663916,1
Capas,1.0,0.9,0.26461969248209827,0.0057382309637962915,0.99996,0.012604880829072317,0.19755135187620776,0.2313475997686517,0.21975961395040247,0.08325723274044923,2
Capoocan,0.0,0.59428,0.05154927853914756,0.006795273509758766,0.73,0.0,0.06514427957311945,0.004917307282532071,0.0282690130421009,0.39046163447516063,1
Capul,0.0,0.0,0.015112617612992471,0.0,0.49664,0.055351867988534954,0.07750227298807437,0.006556409710042761,0.022160633339536384,0.4477758885301441,1
Caraga,0.75,0.96364,0.06331662504705951,0.003926158027860621,0.8845200000000001,0.05891411691849017,0.037603608534077085,0.0025757323860882276,0.05426514061348012,0.4820370759541231,2
Caramoan,0.0,0.99092,0.08306634636002799,0.0,0.36316000000000004,0.0,0.0487258026075365,0.012878661930441137,0.10270601220823594,0.29455578268982163,1
Caramoran,0.75,0.0,0.048933732576208824,0.004832194495828456,0.41668000000000005,0.006850478711452346,0.016948105254795304,0.03254789106056942,0.05383897458771981,0.41593463627737554,1
Carasi,1.0,0.9461600000000001,0.0,0.031258258144890326,0.45,0.010412727641407566,0.029482641432820998,0.005385622261820839,0.022160633339536384,0.057529500920212195,2
Carcar,1.0,0.9995200000000001,0.23050622108390276,0.09588885952659593,0.9638400000000001,0.5392696841655287,0.3409040754896847,0.2224496151621651,0.2765817507184445,0.14783129230906394,0
Cardona,1.0,0.9885600000000001,0.08030810261334942,0.0034731397938767027,0.8250000000000001,0.007124497859910439,0.2030241775314021,0.04214834813598917,0.1377936816625019,0.03231122913601947,2
Carigara,0.75,0.8182,0.08816170136966511,0.004228170183849899,0.82152,0.05891411691849017,0.11810710849435478,0.08734074363735535,0.11946854255480832,0.29048010240146727,2
Carles,0.5,0.9272800000000001,0.11945254099681167,0.2212239042621465,0.7730800000000001,0.05891411691849017,0.048372717081394935,0.05291959265963085,0.04417921133715266,0.4279069471244165,2
Carmen (AN),1.0,0.7838,0.029312787311981177,0.005285212729812374,0.8325200000000001,0.006850478711452346,0.06602699338847338,0.01522023682688498,0.059663243606444115,0.29048010240146727,2
Carmen (BL),1.0,0.97272,0.07363089046444996,0.02355694816716372,0.61944,0.3978758035611522,0.09109606574452477,0.0077271971582646825,0.03949138505378919,0.32015614950104754,2
Carmen (CU),0.0,0.7542800000000001,0.09380174426113844,0.002416097247914228,0.73324,0.007672536156826627,0.24221667093311622,0.007493039668620299,0.28226396439524865,0.15165224257939616,1
Carmen (DN),1.0,0.9897600000000001,0.13277390117398796,0.0043791762618445385,0.7619600000000001,0.05891411691849017,0.1714230229417317,0.0313771036123475,0.2628023825521943,0.47261206528730354,2
Carmen (NC),0.75,0.9589600000000001,0.15997175071142603,0.005134206651817734,0.9677600000000001,0.04987148501937308,0.12269722033419518,0.03723104085345711,0.07472110984997525,0.3181183093568704,2
Carmen (SS),0.7972400000000001,0.9846,0.013443749629986325,0.0022650911699195887,0.9325200000000001,0.009316651047575189,0.08668249666775515,0.0056197797514652235,0.022160633339536384,0.1525437976424737,2
Carmona,1.0,0.90908,0.17795689211327015,0.0037751519498659815,0.9885600000000001,0.08412387857663481,0.2709931413136541,0.19528734636341652,0.2480286269925034,0.023140948487222108,2
Carranglan,0.5,0.7818,0.06686840768868156,0.0028691154818981457,0.92204,0.061380289254613016,0.042017177610846695,0.021542489047283356,0.08225004297174081,0.06988390679428641,2
Carrascal,0.25,0.94284,0.035833379942141794,0.003020121559892785,0.1142,0.0035622489299552197,0.05719985523493415,0.011239559502930447,0.024149408126417856,0.2653891956262856,1
Casiguran (AU),0.25,0.8818,0.03927552892064665,0.004228170183849899,0.65012,0.05891411691849017,0.05561097036729709,0.002341574896443843,0.08864253335814554,0.13280222124575713,1
Casiguran (SO),0.0,0.7946,0.05500360903577654,0.0019630790139303104,0.875,0.004932344672245689,0.07750227298807437,0.009600457075419759,0.04730442885939498,0.3615497774296467,1
Castilla,0.7996400000000001,0.9948800000000001,0.09367992907989713,0.0019630790139303104,0.8800000000000001,0.006028421266078065,0.17901436175377541,0.14962663588276157,0.220469890660003,0.42281234676397356,2
Castillejos,1.0,0.98284,0.1111899912749001,0.002416097247914228,0.88752,0.005206363820703783,0.20673157555588856,0.0894481610441548,0.13992451179130347,0.06173254621757765,2
Cataingan,0.78976,0.79392,0.08187081736698813,0.027634112273018985,0.71252,0.043569044604836925,0.14423543742883085,0.07797444405157998,0.1517151051706722,0.2703564309777175,2
Catanauan,0.26668,0.79392,0.11965266593742242,0.0043791762618445385,0.58772,0.05891411691849017,0.15871194400063518,0.0032782048550213804,0.09830229660871267,0.11649950009233964,1
Catarman (CM),1.0,0.9513600000000001,0.02362227813113644,0.002567103325908867,1.0,0.008768612750659002,0.23586113146256799,0.040275088218834104,0.044463322020992874,0.3576014621503034,2
Catarman (NS),0.0,0.80908,0.1566931821191595,0.009664388991656912,0.727,0.05891411691849017,0.2974745557742718,0.26483212078779866,0.2633706039198747,0.3104764088162059,1
Catbalogan,1.0,0.99992,0.17382039660168974,0.1054022424402582,0.8452400000000001,0.6403827499465653,0.6332588911349037,0.5743883220976748,0.3105329774373496,0.21406109699482262,0
Cateel,1.0,0.96364,0.06997817524408509,0.009211370757672995,0.8804000000000001,0.05891411691849017,0.10009974666113478,0.015454394316529365,0.08636964788742385,0.38855115933999457,2
Catigbian,1.0,0.9846,0.032507825494253635,0.0069462795877534055,0.80252,0.0005480382969161876,0.14123421045662754,0.008429669627197836,0.12088909597400938,0.26500710059925237,2
Catmon,0.75,0.94872,0.04607455625078745,0.0019630790139303104,0.845,0.006850478711452346,0.1281700459893895,0.0056197797514652235,0.12458253486393212,0.17712524438161106,2
Catubig,0.25,0.7351200000000001,0.05626004561943707,0.0003020121559892785,0.29932,0.09371454877266809,0.2319771906750107,0.01990338661977267,0.06974917288277156,0.5340019996306413,1
Cauayan (IA),1.0,0.99092,0.24260072836429142,0.07701309977726602,0.9938400000000001,0.7020370583496364,0.39757430243540653,0.19458487389448337,0.8671058070803211,0.31926459443797006,0
Cauayan (NO),0.78976,0.89092,0.17083766487815216,0.0,0.6932,0.22633981662638553,0.06849859207146436,0.014751921847596211,0.1049788976789576,0.13280222124575713,2
Cavinti,0.75,0.96,0.0347788085159669,0.002567103325908867,0.85832,0.006850478711452346,0.05172702957973983,0.03629441089487957,0.06960711754085147,0.005946672270727069,2
Cavite,1.0,0.96,0.16824300151771196,0.059345388651893226,0.98768,0.46775068641796613,0.3760360853407708,0.39596031498865386,0.17515423658748952,0.04415617497404939,0
Cawayan,0.75,0.9,0.11358452969472957,0.002416097247914228,0.39848,0.04110287226871407,0.05808256905028807,0.03980677323954534,0.11819004447752737,0.28105509173464777,2
Cebu,1.0,0.8,1.0,0.877345313148854,0.7094400000000001,0.37211800360609143,1.0,0.9999999999999999,0.9824547447194464,0.15037859248928542,0
Cervantes,1.0,0.9794800000000001,0.026893885855903445,0.003322133715882064,0.75668,0.006850478711452346,0.059494911154854356,0.011707874482219216,0.06136790770948537,0.11458902495717352,2
Clarin (BL),1.0,0.9384800000000001,0.028376550633297852,0.0019630790139303104,0.75332,0.01068674678986566,0.2958856709066347,0.030206316164125578,0.27899669153108625,0.1936826955530507,2
Clarin (MC),0.79988,0.95384,0.05839007107428538,0.003322133715882064,0.8650000000000001,0.005480382969161876,0.13558484203836244,0.0077271971582646825,0.12230964939321043,0.25876621515770976,2
Claver,1.0,0.96924,0.050080535496752156,0.00815432821171052,0.5819200000000001,0.05891411691849017,0.05119740129052749,0.12714751687690068,0.07571549724341597,0.38383865400658473,2
Claveria (CG),1.0,0.9846,0.045117436969605615,0.0021140850919249493,0.79752,0.0046583255237875945,0.1108688552084526,0.04917307282532071,0.0707435602762123,0.4347846576110145,2
Claveria (MO),1.0,0.97272,0.09247047835185825,0.02446298463513156,0.97716,0.05891411691849017,0.0873886677200383,0.003044047365376996,0.06023146497412453,0.2535442497882557,2
Claveria (MS),0.0,0.71284,0.0690837037703988,0.0019630790139303104,0.5,0.0,0.013593792756450401,0.002107417406799459,0.11819004447752737,0.11369746989409599,1
Columbio,1.0,0.9545600000000001,0.05092454068106705,0.0043791762618445385,0.48396,0.0578180403246578,0.014653049334875108,0.017561811723328824,0.0339512267189051,0.4331289124938706,2
Compostela (CU),0.5,0.90856,0.07640131572925266,0.002567103325908867,0.83752,0.005480382969161876,0.23056484857044446,0.05034386027354262,0.2287091004913691,0.13000019104751354,2
Compostela (DDO),0.76924,0.8,0.17199142866619502,0.0,0.01276,0.0,0.07044056246524298,0.07820860154122436,0.5143823930927003,0.2936642276267441,2
Concepcion,0.0,0.9948800000000001,0.012081159816958363,0.0019630790139303104,0.10944000000000001,0.010138708492949473,0.028246842091325507,0.00023415748964438434,0.011080316669768192,0.19088066535480708,1
Concepcion (IO),1.0,0.99428,0.0707195076327823,0.005436218807807013,0.69616,0.006028421266078065,0.13223052954001752,0.04144587566705603,0.0876481459647048,0.6078737048570646,2
Concepcion (RN),0.0,0.0,7.366338031350363e-05,0.0,0.0,0.0,0.06073071049634984,0.0,0.02940545577746174,0.3439734061861185,1
Concepcion (TC),1.0,0.9182000000000001,0.28880348639225095,0.0036241458718713417,0.9022399999999999,0.09152239558500334,0.2210315393646221,0.057134427473229776,0.12543486691545275,0.09752211374968955,2
Conner,0.0,0.79392,0.03838279766383523,0.005134206651817734,0.37392000000000003,0.06055823180923874,0.06073071049634984,0.0028098898757326117,0.08438087310054239,0.27328582618497216,1
Consolacion,0.78976,0.9,0.2506213879405952,0.0057382309637962915,0.9912000000000001,0.045213159495585485,0.15465146045000716,0.12948909177334453,0.17913178616125242,0.05612848582109037,2
Corcuera,0.0,0.0,0.010943057980789418,0.0,0.0,0.0,0.034602381561873743,0.0,0.011790593379368717,0.2255239478058193,1
Cordon,1.0,0.9846,0.07427651092502897,0.0028691154818981457,0.8575200000000001,0.006850478711452346,0.20461306239903915,0.009834614565064142,0.10483684233703752,0.21304217692273403,2
Cordova,1.0,0.9948800000000001,0.11589901813831474,0.0069462795877534055,0.8225199999999999,0.004384306375329501,0.28423384854396294,0.05198296270105332,0.21123629343519618,0.08669608798374823,2
Corella,1.0,0.9846,0.009543923613389058,0.0037751519498659815,0.98752,0.01068674678986566,0.09127260850759555,0.00702472468933153,0.10767794917543962,0.10070623897496642,2
Coron,0.25,0.96412,0.0831968626256437,0.0,0.83776,0.0,0.04907888813367807,0.6521286086596104,0.04076988313107014,0.18935228524667416,1
Cortes (BL),0.26668,0.96924,0.022552044753087655,0.0018120729359356708,0.8496000000000001,0.010138708492949473,0.10875034205160321,0.011239559502930447,0.26962103896435935,0.13127384113762428,1
Cortes (SS),0.75,0.99428,0.02424005512171744,0.0022650911699195887,0.68584,0.0,0.0714998190436677,0.004917307282532071,0.04176427052451088,0.33340211043819934,2
Cotabato,1.0,1.0,0.5644364372038712,0.10857337007814563,1.0,0.7020370583496364,0.6901056608436964,0.45801204974441573,0.927763438080206,0.5923351737577135,0
Cuartero,0.75,0.97144,0.040744271963042054,0.0022650911699195887,0.50488,0.006576459562994252,0.05402208549966003,0.03418699348808011,0.04332687928563203,0.053453820631857815,2
Cuenca,0.0,0.98284,0.05626178583631194,0.004228170183849899,0.6200000000000001,0.005206363820703783,0.12393301967569066,0.07048140438295968,0.11122933272344222,0.12044781537168295,1
Culaba,0.0,0.18332,0.015622501157331159,0.0,0.88752,0.02356564676739607,0.06196650983784533,0.0007024724689331529,0.033240950009304576,0.3382419807806201,1
Culasi,1.0,0.9794800000000001,0.0647940691738293,0.0043791762618445385,0.52,0.006028421266078065,0.1438823519026893,0.14939247839311717,0.14304972931354576,0.25965777022078723,2
Culion,0.0,0.6000000000000001,0.02809463549956793,0.0004530182339839177,0.48584,0.0,0.08527015456318889,0.026928111309104195,0.064919291257488,0.17292219908424558,1
Currimao,1.0,0.96924,0.014251210259928818,0.0015100607799463925,0.7199200000000001,0.006850478711452346,0.028599927617467075,0.022479119005860894,0.032388617957783944,0.026834533748543266,2
Cuyapo,1.0,0.90908,0.11149800966175316,0.0055872248858016525,0.98212,0.056995982879283515,0.0656739078623318,0.02809889875732612,0.06733423207012978,0.04721293519031518,2
Cuyo,0.0,0.54872,0.03195965717866767,0.001208048623957114,0.4,0.0,0.09303803613830339,0.09600457075419758,0.06747628741204989,0.11700896012838394,1
Daan Bantayan,0.7795200000000001,0.79488,0.13997491860222513,0.00407716410585526,0.9885600000000001,0.05507784884007686,0.12622807559561086,0.05104633274247578,0.47020318175554765,0.1987772959134937,2
Daet,1.0,0.4,0.17542139612657573,0.0036241458718713417,0.93896,0.0005480382969161876,0.1994933222699864,0.09342883836810933,0.140634788500904,0.15967623814709386,2
Dagami,0.0,0.0,0.05421181035770794,0.0019630790139303104,0.83752,0.006576459562994252,0.08791829600925063,0.04004093072918972,0.058100634845322956,0.4010329302230798,1
Dagohoy,0.0,0.9838,0.02638748274531451,0.003926158027860621,0.8263600000000001,0.01068674678986566,0.07944424338185299,0.004683149792887686,0.022160633339536384,0.32232135465423584,1
Daguioman,0.79988,0.8,0.0,0.014798595643474646,1.0,0.01068674678986566,0.03389621050959061,0.0009366299585775374,0.0029831621803222052,0.28716861216717926,2
Dagupan,1.0,0.97272,0.29109709223333763,0.15251613877458567,0.9468000000000001,0.41185078013251497,0.834517641035598,0.8303224582789869,0.9510605141551032,0.08911602315495863,0
Dalaguete,1.0,0.9818,0.11050782625994868,0.006795273509758766,0.92476,0.058640097770032075,0.26940425644601707,0.03395283599843573,0.1133601628522438,0.29302740258168875,2
Damulog,1.0,0.98284,0.04578045959893339,0.003020121559892785,0.7200000000000001,0.006850478711452346,0.06938130588681828,0.012878661930441137,0.07599960792725619,0.42344917180902886,2
Danao (BL),0.75,0.7946,0.024180887747971655,0.0019630790139303104,0.7000000000000001,0.006576459562994252,0.05384554273658925,0.0011707874482219216,0.037360554924987625,0.3439734061861185,2
Danao (CU),1.0,0.9818,0.2305375449876505,0.07565404507531426,0.9022800000000001,0.5294049948210373,0.5139159832990535,0.24680199408518105,0.46281630397570217,0.15419954275961767,0
Dangcagan,1.0,0.98284,0.03433157277912375,0.0028691154818981457,0.875,0.006576459562994252,0.06708624996689808,0.0119420319718636,0.0821079876298207,0.3241044647803909,2
Danglas,1.0,0.95384,0.00034339699591929423,0.011627468005587224,0.9812400000000001,0.010412727641407566,0.042370263136988266,0.0011707874482219216,0.011080316669768192,0.26780913079749596,2
Dao,1.0,0.97144,0.04959849542241148,0.002567103325908867,0.7250000000000001,0.006576459562994252,0.09462692100594046,0.02716226879874858,0.08381265173286197,0.055873755803068234,2
Dapa,0.0,0.7892000000000001,0.05594680658195938,0.0009060364679678354,0.85052,0.008768612750659002,0.17054030912637777,0.10841491770534994,0.1865186639410979,0.4574556292149857,1
Dapitan,1.0,1.0,0.14131836602962947,0.12125788062969532,0.80872,0.3608832185193096,0.31389303273985475,0.12129357963579107,0.1995877553977476,0.317481484311815,2
Daraga,1.0,0.96412,0.21335116313137448,0.02023481445128166,0.71536,0.05644794458236733,0.30435972353403234,0.06462746714185007,0.16080664705355888,0.14413770704774279,2
Daram,1.0,0.98284,0.0654553515862822,0.0028691154818981457,0.50832,0.0035622489299552197,0.05402208549966003,0.004448992303243302,0.06037352031604464,0.4965566869813856,2
Dasmarinas,1.0,0.9997199999999999,1.0,0.09301974404469779,1.0,0.7656095007919141,1.0,0.6230930799437067,1.0,0.04008049468569501,0
Dasol,0.79988,0.96,0.04761290796817789,0.002416097247914228,0.6528800000000001,0.007124497859910439,0.1246391907279738,0.04004093072918972,0.16322158786620067,0.13942520171433304,2
Datu Abdullah Sangki,1.0,0.97692,0.04545851947708132,0.7006682018951261,0.96252,0.01644114890748563,0.08438744074783495,0.289418657200459,0.22416332954992574,0.8271962503741347,2
Datu Anggal Midtimbang,0.75,1.0,0.04216428893294093,0.0,1.0,0.01068674678986566,0.23639075975178034,0.1105223351121494,0.43483140161744144,0.8569996624827261,2
Datu Blah Sinsuat,0.0,0.2,0.04219735305356357,0.0,0.60248,0.05891411691849017,0.040075207217068066,0.0007024724689331529,0.06591367865092873,0.8692267033477892,1
Datu Hoffer Ampatuan,0.5,0.0,0.03944258974063476,0.03261731284684208,0.88752,0.010960765938323753,0.006708624996689808,0.10279513795388472,0.01946158184305439,0.8675709582306452,1
Datu Odin Sinsuat,1.0,0.99092,0.19625005190196737,0.0003020121559892785,0.84064,0.05206363820703783,0.028246842091325507,0.0011707874482219216,0.1725972404329276,0.5834196231269383,2
Datu Paglas,1.0,0.99428,0.0516623926360145,0.0,0.71184,0.006302440414536158,0.5508134207808474,0.08851153108557727,0.24987534643746476,0.8007043284998312,2
Datu Piang,0.25,0.9272800000000001,0.042435762765421596,0.0,0.71792,0.05891411691849017,0.15006134861016676,0.010771244523641678,0.06023146497412453,0.6357666418304898,1
Datu Salibo,0.0,1.0,0.025755784019734496,0.19192872513118647,0.96252,0.01068674678986566,0.05119740129052749,0.004917307282532071,0.050855812407397595,0.7274694483184634,1
Datu Saudi-Ampatuan,0.0,0.98284,0.04709954399008945,0.04303673222847219,0.42500000000000004,0.002740191484580938,0.26481414460617664,0.10326345293317349,0.1809785056062138,0.7655515860127746,1
Datu Unsay,1.0,0.0,0.015479803373591321,0.0,0.8925200000000001,0.01068674678986566,0.014476506571804324,0.0,0.02145035662993586,0.833055040788644,2
Dauin,0.26668,0.9282,0.04140207394174521,0.0022650911699195887,0.18468,0.00794655530528472,0.08968372363995848,0.0056197797514652235,0.07543138655957578,0.19495634564316144,1
Dauis,0.7989600000000001,0.9485600000000001,0.07251193101390464,0.0028691154818981457,0.7875200000000001,0.006850478711452346,0.12057870717734576,0.018264284192261976,0.17970000752893286,0.10962178960574162,2
Davao,1.0,0.9230800000000001,1.0,1.0,0.9966400000000001,0.9999999999999999,1.0,0.7923889449565965,1.0,0.11726369014640609,0
Del Carmen,0.79976,0.89232,0.03387215552415647,0.029295179130960015,0.8883200000000001,0.010412727641407566,0.14511815124418478,0.008429669627197836,0.17046641030412601,0.4244680918811175,2
Del Gallego,1.0,0.9897600000000001,0.037244695827666284,0.0015100607799463925,0.845,0.0,0.06108379602249141,0.0025757323860882276,0.08338648570710165,0.36167714243865784,2
Delfin Albano,1.0,0.9948800000000001,0.04512961848772974,0.002416097247914228,0.86252,0.004932344672245689,0.058435654576429644,0.006790567199687145,0.0593791329226039,0.18795127014755236,2
Diadi,1.0,0.59428,0.024584618062942903,0.002567103325908867,0.5,0.006576459562994252,0.07909115785571143,0.013815291889018675,0.0453156540725135,0.15458163778665088,2
Diffun,1.0,0.9272800000000001,0.0906780549707359,0.0057382309637962915,0.985,0.05891411691849017,0.07397141772665868,0.02482069390230474,0.040911938472990246,0.10758394946156444,2
Digos,1.0,0.952,0.28782896494232035,0.09090565895277282,0.9544000000000001,0.5077574820928479,0.5283924898708579,0.3404649899429348,0.4632424700014625,0.041608874793827896,0
Dilasag,0.5,0.96,0.022809596850569314,0.0022650911699195887,0.29500000000000004,0.006028421266078065,0.034602381561873743,0.0004683149792887687,0.04900909296243624,0.135986346471034,1
Dimasalang,0.0,0.13848000000000002,0.03862816824319276,0.000604024311978557,0.08928000000000001,0.0,0.0,0.0072588821789759134,0.010085929276327458,0.4043444204573677,1
Dimataling,1.0,0.9897600000000001,0.04758680471505475,0.0018120729359356708,0.8825200000000001,0.011782823383698035,0.40622489782587495,0.028567213736614888,0.05525952800692085,0.43771405281826925,2
Dimiao,1.0,0.9371600000000001,0.018044883047158643,0.002416097247914228,0.7953600000000001,0.006302440414536158,0.07361833220051711,0.006556409710042761,0.04815676091091561,0.2548178998783664,2
Dinagat,0.79976,0.96924,0.011550393670121162,0.002416097247914228,0.54252,0.01068674678986566,0.11634168086364693,0.003044047365376996,0.0733005564307742,0.42204815670990703,2
Dinalungan,1.0,0.91284,0.015549412048586366,0.0019630790139303104,0.875,0.006850478711452346,0.03213078287888277,0.0011707874482219216,0.03949138505378919,0.15980360315610492,2
Dinalupihan,1.0,0.9545600000000001,0.19875770441866378,0.0043791762618445385,0.99248,0.05891411691849017,0.4909654240998515,0.15852462048924817,0.15924403829243775,0.05294436059581352,2
Dinapigue,0.5,0.9384800000000001,0.003178210285092406,0.003171127637887424,0.14916000000000001,0.05233765735549592,0.0030012269722033353,0.0014049449378663059,0.008807431199046511,0.5427901852524055,1
Dinas,1.0,0.96924,0.056202618462566155,0.000604024311978557,0.7275200000000001,0.007124497859910439,0.0,0.003512362344665765,0.005824269018724307,0.44089817804354614,2
Dingalan,1.0,0.99428,0.041562173894233806,0.011627468005587224,0.895,0.006576459562994252,0.11175156902380654,0.07212050681047037,0.2321184286974516,0.134203236344879,2
Dingle,1.0,0.97144,0.07303747651011722,0.002416097247914228,0.8500000000000001,0.006850478711452346,0.1325836150661591,0.033718678508791344,0.11066111135576182,0.19470161562513932,2
Dingras,1.0,0.96364,0.06015465098540971,0.0037751519498659815,0.98996,0.05891411691849017,0.03248386840502433,0.016859339254395672,0.10611534041431846,0.04899604531647021,2
Dipaculao,1.0,0.9025600000000001,0.050703533137957786,0.0019630790139303104,0.6954400000000001,0.00575440211761997,0.13858606901056578,0.007493039668620299,0.10370039960167667,0.1166268651013507,2
Diplahan,0.0,0.0,0.049753374724275455,0.001208048623957114,0.0,0.0,0.021891302620777268,0.0,0.0,0.3400250909067752,1
Dipolog,1.0,0.99092,0.23344370716869353,0.18860659141530442,0.9690799999999999,0.511319731022803,0.5619356148543069,0.1807695820054647,0.523473934975587,0.20043304103063764,0
Ditsaan-Ramain,1.0,1.0,0.031853503949300234,0.0,0.83752,0.006576459562994252,0.07361833220051711,0.033016206039858186,0.21336712356399776,0.9015774156366021,2
Divilacan,0.78976,0.93332,0.0032756624300854667,0.004228170183849899,0.20188000000000003,0.05425579139470258,0.005472825655194317,0.0,0.0,0.5780702927484731,2
