,Presence of Investment Promotion Unit,Land Use Plan,Population,Local Economy Growth,Availability of Basic Utilities,Budget for DRRMP,Capacity of School Services,Transportation Vehicles,Education,Poverty_Incidents,Cluster_Id
Sabtang,0.75,0.91284,0.0,0.027785118351013622,0.99896,0.01068674678986566,0.04219372037391748,0.004917307282532071,0.011080316669768192,0.24857701443682378,2
Sadanga,0.25,0.79444,0.008360576138473332,0.003171127637887424,1.0,0.009590670196033284,0.04943197365981964,0.003044047365376996,0.044463322020992874,0.2478128243827573,1
Sagada,1.0,0.78332,0.012411801023184815,0.003171127637887424,0.48752000000000006,0.008768612750659002,0.08721212495696751,0.0072588821789759134,0.18495605517997676,0.13280222124575713,2
Sagay (CM),1.0,0.97692,0.015368429493599255,0.0043791762618445385,1.0,0.01945535954052466,0.2731116544705035,0.04004093072918972,0.15597676542827532,0.38855115933999457,2
Sagay (NO),1.0,0.99992,0.24757948884331182,0.1257880629695345,0.8788,0.5861269585518627,0.35855835179676315,0.14728506098631775,0.574755913408745,0.2790172515904706,0
Sagbayan,0.75,0.9371600000000001,0.03192311262429527,0.002567103325908867,0.8165200000000001,0.007124497859910439,0.10398368744869203,0.002107417406799459,0.11179755409112266,0.2459023492475912,2
Sagnay,0.79912,0.96,0.05316594001590742,0.0007550303899731963,0.59736,0.0,0.11139848349766499,0.09951693309886335,0.0846649837843826,0.0986683988307892,2
Saguday,1.0,0.9461600000000001,0.022870504441189977,0.003926158027860621,0.485,0.011782823383698035,0.08809483877232142,0.011707874482219216,0.022160633339536384,0.9306166376911271,2
Saguiaran,0.25,0.6000000000000001,0.035890807099012705,0.0,0.22999999999999998,0.006850478711452346,0.0,0.0,0.003551383548002626,0.4042170554483567,1
Saint Bernard,1.0,0.8,0.04249493013916738,0.001208048623957114,0.65,0.006302440414536158,0.02877647038053786,0.009600457075419759,0.15796554021515677,0.2965936228339988,2
Salay,0.25,0.96364,0.05742425070872915,0.007852316055721242,0.8724000000000001,0.062476365848445396,0.0,0.0004683149792887687,0.021876522655696173,0.19177222041788458,1
Salcedo (ES),1.0,0.96924,0.032258974481146355,0.003171127637887424,0.5,0.01068674678986566,0.07273561838516318,0.01662518176475129,0.044463322020992874,0.5439364703335052,2
Salcedo (IS),1.0,0.98284,0.012691975940039863,0.003020121559892785,0.6524000000000001,0.02575779995506082,0.027011042749830017,0.004448992303243302,0.013921423508170293,0.0664450515509874,2
Sallapadan,1.0,0.2,0.004572124001868135,0.010419419381630109,0.14612,0.01068674678986566,0.0351320098510861,0.0032782048550213804,0.10597328507239835,0.22628813785988577,2
Salug,0.25,0.5641200000000001,0.04896853691370635,0.002416097247914228,0.845,0.006850478711452346,0.09286149337523261,0.01404944937866306,0.3308468913319246,0.6011233593794776,1
Salvador,1.0,0.984,0.04846561423686716,0.24478085242931022,0.9498,0.4044522631241465,0.35520403929841826,0.09459962581633126,0.20867929728063428,0.3428271211050188,2
Salvador Benedicto,0.0,0.95384,0.03770585329950844,0.0027181094039035064,0.52832,0.006850478711452346,0.02242093090998962,0.0,0.025854072229459117,0.38473020906966227,1
Samal,1.0,0.98284,0.059702194597941925,0.0057382309637962915,0.8548400000000002,0.006028421266078065,0.11510588152215144,0.08382838129268959,0.09148364019654763,0.06466194142483235,2
Samboan,1.0,0.97692,0.02850184624828893,0.0028691154818981457,0.9575200000000001,0.010138708492949473,0.17513042096621814,0.024118221433371584,0.2913555062781354,0.24717599933770196,2
Sampaloc,1.0,0.9846,0.017249603935340283,0.004681188417833816,0.9325200000000001,0.016167129759027534,0.08756521048310907,0.01358113439937429,0.18268316970925505,0.13203803119169072,2
San Agustin (IA),1.0,0.93332,0.03286456995360323,0.007399297821737323,0.6315200000000001,0.006850478711452346,0.05313937168430611,0.00866382711684222,0.059521188264524,0.0,2
San Agustin (RN),1.0,0.9885600000000001,0.03501373779407517,0.0021140850919249493,0.875,0.006850478711452346,0.6563859930971765,0.06626656956936076,0.18737099599261853,0.37925351368218607,2
San Agustin (SS),1.0,0.94284,0.03282106453173132,0.0021140850919249493,0.7142000000000001,0.006850478711452346,0.10416023021176281,0.03512362344665765,0.07415288848229483,0.29493787771685487,2
San Andres (CT),0.75,0.8971600000000001,0.06001195320166986,0.0028691154818981457,0.79912,0.010412727641407566,0.07379487496358789,0.05174880521140894,0.0904892528031069,0.1294907310114692,2
San Andres (QN),0.7993600000000001,0.9846,0.055313367639504486,0.006493261353769488,0.6541600000000001,0.006576459562994252,0.06373193746855317,0.07001308940367092,0.025569961545618903,0.25023275955396773,2
San Andres (RN),1.0,0.9892,0.020787464841963324,0.0,0.925,0.0,0.20743774660817169,0.013346976909729906,0.12074704063208928,0.2354584185086831,2
San Antonio (NE),1.0,0.91284,0.13759082148364493,0.13273434255728792,0.49996,0.0,0.0,0.03184541859163627,0.06648190001860915,0.2967209878430099,2
San Antonio (NS),0.0,0.0,0.008811292309066236,0.0,0.17992,0.004384306375329501,0.035308552614156885,0.02201080402657213,0.14702727888730868,0.045939285100204424,1
San Antonio (QN),1.0,0.99428,0.05550653171261573,0.002416097247914228,0.88752,0.006302440414536158,0.14441198019190166,0.05291959265963085,0.1721710744071673,0.3135331690324717,2
San Antonio (ZA),1.0,0.96364,0.05821952982054752,0.003171127637887424,0.88676,0.0578180403246578,0.038486322349431,0.054090380107852776,0.03537178013810615,0.06491667144285451,2
San Benito,0.5,0.96756,0.002452539848269086,0.0018120729359356708,0.9075200000000001,0.01068674678986566,0.028246842091325507,0.0025757323860882276,0.011080316669768192,0.18221984474205402,2
San Carlos (NO),1.0,0.9545600000000001,0.22388817630874908,0.02612405149307259,0.7012400000000001,0.18441488691229715,0.3223670853672524,0.534347391368485,0.2957592218776587,0.46547962478268345,2
San Carlos (PS),1.0,0.99992,0.35053071916097994,0.14707991996677863,0.78252,0.6820336605121956,0.5884170293149245,0.1990338661977267,0.5932231078583586,0.134203236344879,0
San Clemente,1.0,0.9307600000000001,0.015986206484180258,0.003322133715882064,0.7675200000000001,0.01068674678986566,0.028246842091325507,0.009366299585775372,0.13466846414025957,0.3293264301498449,2
San Dionisio,1.0,0.95428,0.061000396386599466,0.0018120729359356708,0.77752,0.06713469137223299,0.09003680916610005,0.0032782048550213804,0.03437739274466541,0.03651427443338491,2
San Emilio,1.0,0.9025600000000001,0.005938194248645849,0.001208048623957114,0.4,0.006850478711452346,0.016595019728653737,0.00023415748964438434,0.029973677145142163,0.31264161396939416,2
San Enrique (IO),1.0,0.8914400000000001,0.057281552924989314,0.0036241458718713417,0.75,0.006850478711452346,0.06443810852083631,0.0039806773239545335,0.044747432704833084,0.10936705958771947,2
San Enrique (NO),0.0,0.97144,0.03465177268410095,0.0003020121559892785,0.5046400000000001,0.0,0.06779242101918122,0.021074174067994587,0.10156956947287508,0.1041450942182654,1
San Esteban,1.0,0.9461600000000001,0.007577478544779103,0.00604024311978557,0.49000000000000005,0.01068674678986566,0.03636780919258159,0.0552611675560747,0.11492277161336496,0.2545631698603443,2
San Fabian,1.0,0.9897600000000001,0.14519208879310358,0.0057382309637962915,0.6859200000000001,0.06028421266078064,0.09127260850759555,0.045192395501366174,0.1669150267561234,0.033712244235141284,2
San Felipe,1.0,0.9897600000000001,0.0366112568852114,0.0021140850919249493,0.9,0.006302440414536158,0.2265043650198164,0.03910430077061218,0.13097502525033683,0.11802788020047253,2
San Fernando (BK),1.0,0.9897600000000001,0.09074070277823144,0.004228170183849899,0.9536,0.15893110610569444,0.08862446706153379,0.006790567199687145,0.08793225664854501,0.09013494322704724,2
San Fernando (CS),0.0,0.99428,0.05440497443081918,0.0019630790139303104,0.6200000000000001,0.0,0.0,0.019669229130128283,0.01946158184305439,0.4345299275929924,1
San Fernando (CU),1.0,0.82308,0.11873383142748785,0.0037751519498659815,0.9186400000000001,0.06055823180923874,0.18890075648573934,0.005853937241109608,0.11037700067192162,0.16311509339039285,2
San Fernando (LU),1.0,0.99992,0.20502770581884225,0.11325455849597943,0.75512,0.7020370583496364,0.7063475950462085,0.32383980817818353,0.7121234290454864,0.3449923262582071,0
San Fernando (MS),0.25,0.6000000000000001,0.03317258834045629,0.0019630790139303104,0.48252,0.01150880423523994,0.021185131568494133,0.0009366299585775374,0.09148364019654763,0.32919906514083386,1
San Fernando (PA),1.0,1.0,0.6102441660012338,0.10932840046811883,0.97828,0.7020370583496364,0.9738098810984469,0.9999999999999999,1.0,0.3185004043839036,0
San Fernando (RN),0.79948,0.9885600000000001,0.03354499475167977,0.0021140850919249493,0.895,0.006850478711452346,0.09003680916610005,0.4343621432903329,0.07884071476565829,0.01804634812677913,2
San Francisco (AS),1.0,0.96364,0.12276765414345057,0.0037751519498659815,0.99996,0.07754741901364055,0.28970667419915724,0.04940723031496509,0.3508766945426594,0.0,2
San Francisco (CU),1.0,0.78856,0.08907357501210017,0.0019630790139303104,0.5933200000000001,0.006850478711452346,0.0861528683785428,0.045192395501366174,0.10639945109815865,0.2992682880232314,2
San Francisco (QN),0.0,0.9182000000000001,0.10111065513561793,0.0,0.70164,0.053433733949328294,0.05508134207808474,0.006556409710042761,0.07102767096005251,0.37581465843888706,1
San Francisco (SL),0.0,0.0,0.016429961787273656,0.00604024311978557,0.10664000000000001,0.0,0.0,0.0,0.0,0.3219392596272026,1
San Francisco (SN),0.0,0.75,0.018372043819635343,0.0,0.46252000000000004,0.01068674678986566,0.12746387493710634,0.0077271971582646825,0.16492625196924193,0.380781893790319,1
San Gabriel,1.0,0.9897600000000001,0.024671628906686706,0.0018120729359356708,0.665,0.006850478711452346,0.06885167759760592,0.02552316637123789,0.07230616903733346,0.2796540766355259,2
San Guillermo,1.0,0.96572,0.028200788728935368,0.0022650911699195887,0.71652,0.002740191484580938,0.12305030586033675,0.011239559502930447,0.11733771242600677,0.04581192009119335,2
San Ildefonso (BU),0.0,0.6000000000000001,0.19441412309897313,0.0043791762618445385,0.8737600000000001,0.06110627010615492,0.23144756238579836,0.0,0.1885074387279794,0.3185004043839036,1
San Ildefonso (IS),1.0,0.9384800000000001,0.006599476661098753,0.0043791762618445385,0.5,0.01068674678986566,0.03707398024486473,0.025054851391949122,0.022160633339536384,0.04262779486591649,2
San Isidro (AA),0.0,0.0,0.001008159842121951,0.002416097247914228,0.11828000000000001,0.0046583255237875945,0.042370263136988266,0.0,0.011080316669768192,0.020975743334033844,1
San Isidro (BL),0.79988,0.8,0.00826486421035515,0.019781796217297743,0.87,0.010412727641407566,0.054551713788872386,0.0011707874482219216,0.044463322020992874,0.29200848250960015,2
San Isidro (DN),0.25,0.96152,0.04043973400993874,0.003926158027860621,0.15624000000000002,0.031238182924222698,0.06408502299469475,0.0077271971582646825,0.03565589082194636,0.3006693031223532,1
San Isidro (DO),1.0,0.97144,0.05575190229197325,0.0021140850919249493,0.7294400000000001,0.007124497859910439,0.12552190454332773,0.016156866785462517,0.1750121812455694,0.3866406842048284,2
San Isidro (IA),1.0,0.92432,0.0419989683298277,0.022952923855185166,0.48004,0.011782823383698035,0.05772948352414651,0.022479119005860894,0.033240950009304576,0.36995586802437763,2
San Isidro (LE),1.0,0.97716,0.04811060999439245,0.0022650911699195887,0.50408,0.026853876548893194,0.07979732890799456,0.005385622261820839,0.101427514130955,0.03103757904590872,2
San Isidro (NE),0.0,0.55456,0.08766747977720031,0.003926158027860621,0.9849600000000001,0.05836607862157398,0.2854696478854584,0.06907645944509337,0.11691154640024644,0.4406434480255239,1
San Isidro (NS),0.0,0.0,0.039425187571886,0.000604024311978557,0.15460000000000002,0.0,0.016065391439441384,0.005151464772176455,0.06420901454788747,0.12452349566003731,1
San Isidro (SN),0.25,0.95384,0.005795496464906011,0.003020121559892785,0.9500000000000001,0.01068674678986566,0.03883940787557257,0.003044047365376996,0.022160633339536384,0.23061854816626232,1
San Jacinto (MS),0.0,0.4,0.045902274780174716,0.0013590547019517532,0.26252000000000003,0.007124497859910439,0.0939207499536573,0.11122480758108255,0.070317394250452,0.38855115933999457,1
San Jacinto (PS),1.0,0.9885600000000001,0.06413278676137639,0.0021140850919249493,0.70884,0.010138708492949473,0.14970826308402518,0.02552316637123789,0.1100928899880814,0.14184513688554343,2
San Joaquin,0.78976,0.9818,0.08461339916179281,0.008305334289705158,0.97488,0.05918813606694827,0.03654435195565237,0.02318159147479405,0.061936129077165794,0.31684465926675964,2
San Jorge,0.0,0.46152,0.022952294634309152,0.0015100607799463925,0.75,0.006302440414536158,0.05119740129052749,0.018264284192261976,0.061083797025645155,0.3051270784377408,1
San Jose (AE),1.0,0.90908,0.1064061350858658,0.003926158027860621,0.99996,0.06439449988765206,0.1325836150661591,0.10420008289175102,0.13821984768826218,0.3488132765285393,2
San Jose (BS),1.0,0.9818,0.12699464093252455,0.0037751519498659815,0.9917600000000001,0.04028081482333979,0.06426156575776554,0.024352378923015967,0.055969804716521375,0.32792541505072315,2
San Jose (CS),0.5,0.95384,0.06896188858915747,0.016761674657404958,0.6200000000000001,0.006850478711452346,0.09109606574452477,0.0477681278874544,0.04858292693667592,0.16655394863369186,2
San Jose (DI),1.0,0.9948800000000001,0.040881749096157265,0.0013590547019517532,0.65124,0.006850478711452346,0.11740093744207165,0.1524365257584942,0.1640739199177213,0.3809092587993301,2
San Jose (NE),1.0,0.9818,0.06471401919758499,0.10057004794442975,0.7843200000000001,0.5746181543166228,0.3966915886200526,0.2840330349386382,0.3423533740274531,0.125669780741137,0
San Jose (NR),0.75,0.96412,0.028571454923283973,0.00407716410585526,0.91048,0.01068674678986566,0.08085658548641926,0.006088094730753992,0.044463322020992874,0.10401772920925434,2
San Jose (NS),0.0,0.78976,0.02360835639613743,0.0,0.10664000000000001,0.002740191484580938,0.042370263136988266,0.011707874482219216,0.05398102992963991,0.28933381732036756,1
San Jose (OM),1.0,0.96364,0.24264771421991305,0.0022650911699195887,0.99996,0.06631263392685871,0.6837501213731481,0.4374061906557099,0.41835298195470927,0.08975284820001402,0
San Jose (RN),0.5,0.79444,0.011983707671965303,0.0,0.5612400000000001,0.021099474431273225,0.05755294076107572,0.0028098898757326117,0.07670988463685671,0.18986174528271849,1
San Jose (TC),1.0,0.7946,0.25567671796211017,0.0021140850919249493,0.39,0.006028421266078065,0.07803190127728672,0.01358113439937429,0.05355486390387959,0.3239770997713798,2
San Jose De Buan,0.0,0.4,0.006564672323601232,0.0028691154818981457,0.66456,0.006302440414536158,0.010239480258105496,0.00023415748964438434,0.004119604915683046,0.030782849027886573,1
San Jose Del Monte,1.0,0.9818,1.0,0.06629166823964663,1.0,0.6935424647474354,1.0,0.558699770291501,1.0,0.031164944054919787,0
San Juan (AA),1.0,0.96152,0.010219127760840972,0.004228170183849899,0.5,0.01068674678986566,0.06196650983784533,0.009366299585775372,0.10980877930424118,0.4658617198097167,2
San Juan (BS),1.0,0.9454400000000001,0.191551466339802,0.004228170183849899,0.99996,0.046857274386334045,0.25351540776964643,0.061349262286828694,0.24959123575362452,0.13815155162422227,2
San Juan (IS),1.0,0.9025600000000001,0.039009275738790615,0.001661066857941032,0.7690000000000001,0.006850478711452346,0.0714998190436677,0.018264284192261976,0.06562956796708852,0.13764209158817797,2
San Juan (LU),1.0,0.9846,0.07534500408620289,0.0057382309637962915,0.7724000000000001,0.05891411691849017,0.03989866445399728,0.059710159859318,0.04616798612403414,0.0,2
San Juan (MM),1.0,0.91764,0.22616612019796184,0.5375816376609157,1.0,0.27374512930963574,0.31689425971205804,0.02060585908870582,0.0625043504448462,0.03396697425316343,2
San Juan (SL),0.0,0.78332,0.01899852189459073,0.0018120729359356708,0.16484000000000001,0.0046583255237875945,0.17848473346456303,0.0,0.12557692225737285,0.2544358048513332,1
San Juan (SR),0.25,0.97692,0.018897589315847917,0.005285212729812374,1.0,0.009590670196033284,0.28211533538711353,0.0025757323860882276,0.13736751563674154,0.28385712193289137,1
San Julian,0.0,0.97692,0.018278072108392038,0.003322133715882064,0.8075200000000001,0.008494593602200909,0.0771491874619328,0.006790567199687145,0.10767794917543962,0.009003432486992851,1
San Leonardo,1.0,0.96364,0.11231591159294492,0.023254936011174447,0.99996,0.05425579139470258,0.07997387167106534,0.053153750149275245,0.13637312824330083,0.5886415884963923,2
San Lorenzo,0.25,0.9025600000000001,0.03848895089320267,0.0018120729359356708,0.85436,0.32279455688363456,0.1361144703275748,0.08640411367877782,0.11918443187096812,0.037533194505473516,1
San Lorenzo Ruiz,0.75,0.6000000000000001,0.01949796413768016,0.0019630790139303104,0.78584,0.12659684658763934,0.0,0.004214834813598918,0.022160633339536384,0.17457794420138956,2
San Luis (AS),1.0,0.9794800000000001,0.04892503149183445,0.006493261353769488,0.85832,0.07946555305284722,0.024892529592980602,0.0009366299585775374,0.0423324918921913,0.3746683733577874,2
San Luis (AU),1.0,0.97272,0.044948635932742634,0.003171127637887424,0.99748,0.0619283275515292,0.024009815777626682,0.02482069390230474,0.02883723440978132,0.11127753472288557,2
San Luis (BS),1.0,0.90284,0.05073485704170556,0.0034731397938767027,0.9,0.006028421266078065,0.016948105254795304,0.01990338661977267,0.07457905450805513,0.04861395028943699,2
San Luis (PA),1.0,0.9846,0.09493984609730739,0.0021140850919249493,0.5,0.006850478711452346,0.1712464801786609,0.05268543516998647,0.1468852235453886,0.17164854899413484,2
San Manuel (IA),1.0,0.8,0.053359104089018665,0.003171127637887424,0.875,0.006850478711452346,0.09480346376901123,0.008195512137553452,0.0592370775806838,0.5748861675231962,2
San Manuel (PS),0.78976,0.96364,0.08517374899550291,0.002567103325908867,0.75344,0.056995982879283515,0.03548509537722767,0.028567213736614888,0.06690806604436947,0.14643027720994212,2
San Manuel (TC),0.79988,0.9314399999999999,0.04244794428354572,0.0019630790139303104,0.5,0.0,0.0,0.014517764357951827,0.028411068384021007,0.098286303803756,2
San Marcelino,1.0,0.9282,0.05868764815988917,0.0037751519498659815,0.50244,0.05124158076166355,0.07414796048972946,0.024118221433371584,0.104126565627437,0.08363932776748244,2
San Mariano,1.0,0.96364,0.09767720724148744,0.019328777983313825,0.9083600000000001,0.05891411691849017,0.05508134207808474,0.028567213736614888,0.0988705179763931,0.08746027803781468,2
San Mateo (IA),1.0,0.9182000000000001,0.10935580268878073,0.005134206651817734,0.8360400000000001,0.06028421266078064,0.09533309205822359,0.029972158674481195,0.09247802758998838,0.266153385680352,2
San Mateo (RL),1.0,0.96924,0.4686601210613171,0.007399297821737323,0.97736,0.4104806843902245,0.6577983352017427,0.3376551000672022,0.5632494307132164,0.025815613676454668,0
San Miguel (BL),1.0,0.95428,0.03717334693579637,0.0018120729359356708,0.6475200000000001,0.006576459562994252,0.08986026640302927,0.0037465198343101494,0.04148015984067067,0.10783867947958659,2
San Miguel (BU),1.0,0.84544,0.2924927461669882,0.007852316055721242,0.8474,0.0024661723361228444,0.08544669732625966,0.16203698283391393,0.2566940028496298,0.15025122748027434,2
San Miguel (CT),1.0,0.8461600000000001,0.01916210228082908,0.003171127637887424,0.9067600000000001,0.01068674678986566,0.06708624996689808,0.00866382711684222,0.022160633339536384,0.38906061937603886,2
San Miguel (IO),0.79844,0.95428,0.04545503904333157,0.0019630790139303104,0.9,0.01589311061056944,0.08368126969555181,0.06017847483860677,0.02713257030674006,0.39517413980857036,2
San Miguel (LE),0.25,0.7946,0.026843419566532037,0.00015100607799463925,0.73732,0.00794655530528472,0.05931836839178356,0.004214834813598918,0.024433518810258063,0.0549822007399907,1
San Miguel (SS),0.75,0.9,0.06580513517813229,0.005134206651817734,0.69704,0.05754402117619971,0.08880100982460457,0.004214834813598918,0.12387225815433159,0.46598908481872775,2
San Miguel (ZR),1.0,0.99428,0.027570830220230234,0.0021140850919249493,0.27084,0.0,0.0,0.0007024724689331529,0.05852680087108327,0.3172267542937929,2
San Narciso (QN),0.5,0.9885600000000001,0.07738105782980788,0.002567103325908867,0.835,0.006576459562994252,0.09303803613830339,0.018732599171550745,0.12742364170233422,0.31264161396939416,2
San Narciso (ZA),0.25,0.9794800000000001,0.046575738710751755,0.0034731397938767027,0.8825200000000001,0.007398517008368534,0.22244388146918836,0.0238840639437272,0.2085372419387142,0.03575008437931848,1
San Nicolas (BS),1.0,0.9846,0.03241733421676008,0.021291856997244136,0.93752,0.01068674678986566,0.08244547035405632,0.04940723031496509,0.06278846112868643,0.26780913079749596,2
San Nicolas (IN),1.0,0.99092,0.056977014971886,0.004983200573823095,0.99668,0.05891411691849017,0.023656730251485115,0.06158341977647308,0.031110119880503,0.02288621846919996,2
San Nicolas (PS),1.0,0.9897600000000001,0.054954882963280015,0.008909358601683716,0.7682800000000001,0.058092059473115895,0.04042829274320963,0.0056197797514652235,0.07855660408181808,0.22195772755350923,2
San Pablo (IA),0.76924,0.9818,0.037222073008292896,0.0,0.55932,0.05891411691849017,0.04819617431832415,0.0056197797514652235,0.0565380260842018,0.009130797496003925,2
San Pablo (LA),1.0,0.96364,0.4896158126685747,0.09754992638453697,0.99748,0.9999999999999999,0.7955016903969546,0.5875011415177603,0.6970655628019554,0.46598908481872775,0
San Pablo (ZR),0.0,0.96,0.039421707138136246,0.0019630790139303104,0.78,0.00794655530528472,0.07573684535736652,0.0077271971582646825,0.06733423207012978,0.211259066796579,1
San Pascual (BS),1.0,0.9182000000000001,0.1131390341747613,0.011174449771603305,0.8566800000000001,0.05891411691849017,0.0340727532726614,0.032782048550213806,0.051424033775078024,0.0,2
San Pascual (MS),0.25,0.0,0.07427129027440435,0.0004530182339839177,0.34416,0.0,0.0,0.06088094730753992,0.12301992610281094,0.4587292793050965,1
San Pedro,1.0,0.99092,0.5603608492829114,0.10706330929819924,0.9880800000000001,0.9999999999999999,0.6638007891461495,0.46199272706837025,0.7878389262889025,0.0679734316591203,0
San Policarpo,0.53308,0.97692,0.018606973097743614,0.0,0.48752000000000006,0.07891751475593102,0.028246842091325507,0.0007024724689331529,0.08153976626214028,0.0,2
San Quintin (AA),0.7993600000000001,0.0,0.002511707222014873,0.0007550303899731963,0.14892000000000002,0.0,0.028246842091325507,0.0037465198343101494,0.011080316669768192,0.6828916951645874,1
San Quintin (PS),0.7993600000000001,0.9897600000000001,0.05037985279923084,0.003171127637887424,0.7142000000000001,0.018907321243608475,0.0963923486366483,0.02060585908870582,0.2174867284796808,0.12082991039871616,2
San Rafael (BU),0.5,0.96364,0.17245954700553667,0.007852316055721242,0.98356,0.06877880626298155,0.14264655256119382,0.05291959265963085,0.16776735880764404,0.1609498882372046,2
San Rafael (IO),0.5,0.4,0.02401556714485843,0.011174449771603305,0.985,0.0221955510251056,0.09586272034743594,0.006322252220398377,0.022160633339536384,0.2436097790853919,1
San Remigio (AE),0.75,0.9794800000000001,0.04862223375560601,0.004681188417833816,0.7136,0.013426938274446597,0.09921703284578084,0.007493039668620299,0.07230616903733346,0.028745008883709382,2
San Remigio (CU),1.0,0.9846,0.09321007052368058,0.0027181094039035064,0.895,0.006576459562994252,0.22615127949367483,0.17842800710902085,0.20001392142350788,0.39351839469142647,2
San Ricardo,0.0,0.1892,0.011320685042637522,0.0015100607799463925,0.5,0.01068674678986566,0.0,0.0,0.0,0.17457794420138956,1
San Roque,1.0,0.8,0.04626423989014894,0.0028691154818981457,0.6541600000000001,0.006850478711452346,0.07732573022500358,0.06252004973505061,0.02656434893905964,0.3623139674837132,2
San Sebastian,0.25,0.0,0.007069335217315291,0.017365698969383513,0.67752,0.0046583255237875945,0.035308552614156885,0.0025757323860882276,0.022160633339536384,0.5338746346216303,1
San Simon,1.0,0.9743600000000001,0.0960379229453542,0.002416097247914228,0.8587600000000001,0.006850478711452346,0.33966827614818923,0.22596197750683086,0.2518641212243462,0.3256328448885238,2
San Teodoro,1.0,0.4,0.02420525078421992,0.004530182339839177,0.76368,0.006028421266078065,0.07679610193579121,0.0119420319718636,0.06875478548933082,0.0431372549019608,2
San Vicente (CN),0.75,0.8108000000000001,0.014938595925504866,0.0036241458718713417,0.7294400000000001,0.008494593602200909,0.07803190127728672,0.006790567199687145,0.13381613208873894,0.18260193976908726,2
San Vicente (IS),1.0,0.97296,0.015250094746107681,0.0043791762618445385,0.84252,0.01068674678986566,0.04042829274320963,0.018966756661195128,0.19262704364366243,0.3378598857535869,2
San Vicente (NS),0.0,0.5777599999999999,0.005104630365580212,0.0,0.08932000000000001,0.0046583255237875945,0.0,0.003512362344665765,0.006534545728324831,0.04428353998306046,1
San Vicente (PN),0.75,0.9897600000000001,0.04739886129256814,0.004983200573823095,0.8432000000000001,0.05891411691849017,0.008474052627397652,0.008897984606486603,0.05881091155492348,0.129108635984436,2
Sanchez-Mira,1.0,0.9948800000000001,0.035755070182772374,0.0028691154818981457,0.8573600000000001,0.0,0.17089339465251932,0.06181757726611746,0.1721710744071673,0.21291481191372294,2
Santa,1.0,0.9846,0.019743334717037684,0.0022650911699195887,0.6610800000000001,0.006850478711452346,0.04025174998013885,0.026928111309104195,0.06520340194132822,0.3186277693929147,2
Santa Ana (CG),0.0,0.6718000000000001,0.05031198434111067,0.0055872248858016525,0.5422399999999999,0.04740531268325023,0.06337885194241161,0.031142946122703113,0.04744648420131508,0.4472664284940998,1
Santa Ana (PA),1.0,0.99428,0.10013613368568733,0.0022650911699195887,0.83752,0.006850478711452346,0.33737322022826904,0.03816767081203464,0.4832722732121973,0.014480127874469052,2
Santa Barbara (IO),1.0,0.9272800000000001,0.1107392751043072,0.0034731397938767027,0.99996,0.0622023466999873,0.1595946578159891,0.26249054589135484,0.12373020281241147,0.291753752491578,2
Santa Barbara (PS),1.0,0.9589600000000001,0.1357670741987748,0.004228170183849899,0.76808,0.05891411691849017,0.058435654576429644,0.035357780936302034,0.13338996606297862,0.42230288672792926,2
Santa Catalina (IS),1.0,0.9892,0.017315732176585573,0.0021140850919249493,0.843,0.08412387857663481,0.035308552614156885,0.02201080402657213,0.11492277161336496,0.2874233421852015,2
Santa Catalina (NR),0.5,0.97272,0.12488027742955012,0.00619124919778021,0.79432,0.35293666321402484,0.05260974339509376,0.008897984606486603,0.03182039659010352,0.08618662794770394,2
Santa Cruz (DS),1.0,0.9545600000000001,0.16902783932828105,0.004681188417833816,0.90252,0.056173925433909234,0.07379487496358789,0.018732599171550745,0.05327075322003939,0.2243776627247196,2
Santa Cruz (IS),1.0,0.96412,0.06242737422399785,0.007399297821737323,0.49748000000000003,0.05891411691849017,0.10045283218727634,0.056666112493941004,0.05426514061348012,0.4238312668360621,2
Santa Cruz (LA),0.0,0.9025600000000001,0.2080939679523739,0.004228170183849899,0.8224800000000001,0.05891411691849017,0.7882634371110525,0.09694120071277511,0.14560672546810766,0.052816995586802445,1
Santa Cruz (ME),0.76924,0.9545600000000001,0.09121056133444798,0.007852316055721242,0.61944,0.05946215521540636,0.14105766769355677,0.055027010066430314,0.24746040562482294,0.03141967407294194,2
Santa Cruz (OM),0.0,0.96364,0.06686318703805694,0.003926158027860621,0.16664,0.05891411691849017,0.02224438814691884,0.016391024275106903,0.023297076074897227,0.049378140343503435,1
Santa Cruz (ZA),1.0,0.9454400000000001,0.10414211293165203,0.004228170183849899,0.7602800000000001,0.028497991439641757,0.07379487496358789,0.027864741267681736,0.08977897609350638,0.04211833482987219,2
Santa Elena,0.0,0.0,0.06402489331513407,0.0,0.17084,0.0,0.0,0.02271327649550528,0.0,0.24169930395022576,1
Santa Fe (CU),1.0,0.79488,0.04282383112851896,0.0019630790139303104,0.775,0.0,0.11157502626073577,0.13674797395232044,0.0563959707422817,0.45860191429608543,2
Santa Fe (LE),0.0,0.8,0.030765868402502693,0.0018120729359356708,0.76236,0.01068674678986566,0.06161342431170377,0.02201080402657213,0.011080316669768192,0.7259410682103304,1
Santa Fe (NV),0.0,0.5948800000000001,0.021205116891933582,0.002416097247914228,0.8050000000000002,0.006576459562994252,0.047843088792182575,0.02224496151621651,0.0423324918921913,0.2535442497882557,1
